id,question
1985,Does Sekret Smaku offer any outdoor seating options for diners?
11223,What are some unique activities or experiences I can try during my visit to Kraków?
11223,Can you suggest popular local dishes to sample while I'm exploring Kraków?
11223,Are there any famous events or festivals happening in Kraków during my stay?
11223,What types of public transportation options are available for getting around Kraków?
11223,Could you recommend some historic neighborhoods worth exploring in Kraków?
2860,"What type of artwork can I expect to see at the Herb Jerzmanowskich ""Dołęga"" attraction?"
2860,"Is there any information available regarding the history of Herb Jerzmanowskich ""Dołęga""?"
2860,"Can you tell me about the significance of the Herb Jerzmanowskich ""Dołęga"" in the local culture?"
2860,"Are there guided tours available for visitors at Herb Jerzmanowskich ""Dołęga""?"
2860,"What is the recommended amount of time to visit the Herb Jerzmanowskich ""Dołęga""?"
282,What are the opening hours for Słodki Kazimierz during the weekend?
282,Can you provide the website link for Słodki Kazimierz so I can check their menu?
282,Is there outdoor seating available at Słodki Kazimierz for enjoying my coffee?
282,Where is Słodki Kazimierz located in Kraków for easier navigation?
282,Are there any special events or features planned at Słodki Kazimierz this week?
6122,What can you tell me about the activities available at Park Herbowy?
6122,Are there any specific features or attractions within Park Herbowy that make it worth a visit?
6122,Can you share information about the best time of day to visit Park Herbowy for a leisurely experience?
6122,Is Park Herbowy suitable for family outings or group activities?
6122,Does Park Herbowy have any unique plants or wildlife that I should look out for while exploring?
7265,What are the operating hours for visiting this attraction?
7265,Is there any public transportation available nearby to reach this place?
7265,"Are pets allowed at this attraction, and if so, are there any specific rules regarding them?"
7265,Are there any amenities such as toilets or parking facilities available at the site?
7265,Is there a website where I can find more information about this attraction?
3531,What leisure activities can I enjoy at this park while visiting Kraków?
3531,"Is this park accessible for wheelchair users, or are there facilities available for mobility assistance?"
3531,Can you provide information about public transportation options available near this park?
3531,Are there any particular seasonal events or activities that take place in this park throughout the year?
3531,What are the nearby attractions or points of interest that I can visit in conjunction with this park?
6520,What are the contact details for Ash Apartment in Kraków?
6520,Can you tell me the visiting hours for Ash Apartment?
6520,Is there internet access available at Ash Apartment?
6520,Where is Ash Apartment located in terms of street address?
6520,Are there any facilities for pets at Ash Apartment?
7604,What are the public transport options available near Chełmońskiego Pętla 04?
7604,Can you provide information about the visiting time for Chełmońskiego Pętla 04?
7604,Is there any specific website for Chełmońskiego Pętla 04 that I can check for more information?
7604,Are there any amenities available at Chełmońskiego Pętla 04 for visitors?
7604,Is there parking available nearby for visitors coming to Chełmońskiego Pętla 04?
2355,What type of cuisine can I expect at Pycha Kebs in Kraków?
2355,Is there an option to order food for takeaway at this fast food place?
2355,Does Pycha Kebs offer outdoor seating for customers?
2355,Can you provide the contact number for Pycha Kebs if I need to call ahead?
2355,Is there a nearby public transport option to reach Pycha Kebs easily?
4390,What are some activities I can enjoy in the nearby garden area of this attraction?
4390,Is there a specific time when the garden is at its most beautiful to visit?
4390,Are there any amenities available for families with children in the garden?
4390,Can you provide information on how to get to the garden using public transport?
4390,"What should I wear to comfortably explore the garden, considering the weather?"
4874,What leisure activities can I enjoy at this attraction during my visit?
4874,Is there a garden or outdoor area where I can relax while exploring this site?
4874,Can you provide any historical or cultural context related to this place?
4874,Are there any public transport options nearby that can take me to this location?
4874,Is there any specific time recommended for visiting this attraction to avoid crowds?
2090,What are the opening hours for Pizzeria Toskania during the week and on Sundays?
2090,Is there a way to view the menu of Pizzeria Toskania online?
2090,Can you tell me if Pizzeria Toskania offers outdoor seating for dining?
2090,What type of cuisine does Pizzeria Toskania specialize in?
2090,"Is it possible to make a reservation at Pizzeria Toskania, and if so, how?"
10048,What are the hours of operation for Apteka Mandragora during the weekdays?
10048,Is this pharmacy accessible for individuals with mobility challenges?
10048,Can I find over-the-counter medications at Apteka Mandragora?
10048,Is there a specific location in Kraków where Apteka Mandragora is situated?
10048,Does Apteka Mandragora offer any services related to prescription medications?
5701,What are some great activities to enjoy in the garden at this attraction?
5701,Can you suggest the best time to visit this site for a peaceful experience?
5701,Is there any information available about the history or significance of this location?
5701,Are there facilities for visitors with mobility challenges at this attraction?
5701,How can I get to the nearest public transport from this attraction?
3041,What kind of artwork can I expect to see at this attraction in Kraków?
3041,Is there any visitor information available for the art displayed at this location?
3041,Can you tell me about the historical significance of the artworks within this attraction?
3041,How long should I plan to spend visiting the art exhibits here?
3041,Are there any nearby public transportation options to reach this attraction?
2735,What type of artwork is featured at Luci di Nara by Igor Mitoraj?
2735,Is there a specific theme or concept behind the artworks displayed here?
2735,Can you tell me more about the artist Igor Mitoraj and his contributions to art?
2735,Are there any notable sculptures or pieces that visitors should not miss?
2735,What is the best time of day to visit Luci di Nara to enjoy the artwork?
3629,What are the historical significance and background of the memorial dedicated to the Kościuszko Uprising?
3629,Is the memorial easily accessible for visitors with mobility challenges?
3629,Can you tell me about the location of the Kościuszko Uprising memorial in Kraków?
3629,Are there any notable features or details about the memorial that I should look out for?
3629,How does the 24/7 availability of the site enhance the experience for nighttime visitors?
613,What types of food and drinks can I expect at the pub on Ulica Krokodyli?
613,Is there outdoor seating available at the pub on Ulica Krokodyli?
613,Can you suggest any nearby attractions or activities after visiting Ulica Krokodyli?
613,Are there specific opening hours for the pub on Ulica Krokodyli?
613,Is it possible to bring my pet to the pub on Ulica Krokodyli?
752,What type of cuisine does CapriNew primarily offer?
752,Does CapriNew have outdoor seating available for guests?
752,Is there a possibility to order takeaway from CapriNew?
752,"Are there any amenities for families, such as highchairs for young children, at CapriNew?"
752,"Can I make a reservation at CapriNew, or is it a walk-in only dining option?"
307,What are the opening hours for Pomodorino Ristorante in Kraków?
307,Is Pomodorino Ristorante suitable for families with children?
307,Can you provide information about the type of cuisine served at Pomodorino Ristorante?
307,Are there options for outdoor seating at Pomodorino Ristorante?
307,Is there a parking facility available near Pomodorino Ristorante?
689,What are the operating hours for this place during the weekend?
689,Can I order food to go from here?
689,Is there outdoor seating available for dining?
689,What type of cuisine does this establishment serve?
689,Where exactly is this fast food spot located in Kraków?
1961,What type of cuisine is offered at Bafra Kebab in Kraków?
1961,Does Bafra Kebab provide takeaway options for customers?
1961,Is there outdoor seating available at Bafra Kebab?
1961,Are pets allowed in Bafra Kebab during my visit?
1961,Can you recommend the best time to visit Bafra Kebab to avoid crowds?
3957,What can you tell me about the accessibility options for wheelchair users at Woliery ptaków?
3957,Is there a specific type of wildlife or bird species that visitors should look out for at Woliery ptaków?
3957,"Are there any facilities available for visitors, such as restrooms, at the Woliery ptaków?"
3957,What is the best time of day to visit Woliery ptaków to see the most birds?
3957,Can you provide some information about transportation options to reach Woliery ptaków from the city center?
11516,What are the operating hours for Moto Park Kraków during the weekdays?
11516,Is there a phone number I can use to contact Moto Park Kraków for inquiries?
11516,Can you provide the website link where I can find more information about Moto Park Kraków?
11516,What type of activities can I expect to find at the sports center in Moto Park Kraków?
11516,Is there any information available about public transport options to reach Moto Park Kraków?
4269,What leisure activities are available at this attraction?
4269,Can you tell me more about the garden features at this site?
4269,Are there any specific visiting time recommendations for enjoying the garden?
4269,Is there any historical significance associated with this attraction that might enhance the visit?
4269,What are the accessibility options available for visitors at this point of interest?
35,What time does Tradycyja open and close during the week?
35,Is there outdoor seating available at Tradycyja for dining?
35,Can you tell me if Tradycyja has highchairs available for young children?
35,Is there any specific cuisine offered at Tradycyja that I should try?
35,Where is Tradycyja located in relation to the main square in Kraków?
4587,What are some nearby parks or gardens I can visit in Kraków?
4587,Are there any outdoor activities available around Kraków's gardens?
4587,Can you recommend places in Kraków where I can enjoy natural scenery?
4587,Is there a good spot for a picnic in any of the city's gardens?
4587,What are some outdoor leisure activities that people enjoy in Kraków?
6547,What amenities are offered at Moon Hostel for guests staying there?
6547,Can you provide information about the internet access available at the hostel?
6547,What is the contact email for Moon Hostel if I need to reach out for assistance during my stay?
6547,Is there public transportation nearby that I can use to explore Kraków from the hostel?
6547,What is the atmosphere like at Moon Hostel compared to other accommodations in the area?
2975,What is the historical significance of Jerzy Turowski in Kraków?
2975,Can you tell me about any memorials associated with Jerzy Turowski?
2975,Is there any information available on events or activities related to this memorial?
2975,Are there any educational resources or guides available for visitors interested in Jerzy Turowski's contributions?
2975,What are the best ways to get to the memorial if I am using public transport in Kraków?
7417,What is the exact location of Rondo Matecznego 01 in Kraków?
7417,Is there any public transport nearby that can take me to Rondo Matecznego 01?
7417,Can you tell me if Rondo Matecznego 01 has facilities for wheelchair users?
7417,Is there parking available near Rondo Matecznego 01 for visitors?
7417,Are there any specific opening hours for events or attractions at Rondo Matecznego 01?
9571,What are the operating hours for visiting this attraction during the week and on weekends?
9571,Can you provide the contact phone number for Biedronka in Kraków?
9571,Is there a website where I can find more information about Biedronka?
9571,"Where exactly is Biedronka located in Kraków, and can you describe its surroundings?"
9571,Do you have any details about the availability of public transportation options near Biedronka?
3155,What is the historical significance of the memorial dedicated to Teodor Axentowicz?
3155,Are there any specific artworks or sculptures related to Teodor Axentowicz at his memorial?
3155,Can you tell me how long I might spend visiting the Teodor Axentowicz memorial?
3155,Is there any public transportation available nearby to reach Teodor Axentowicz's memorial?
3155,What are the recommended times of day for visiting the memorial dedicated to Teodor Axentowicz to avoid crowds?
2338,What type of cuisine does Lav Grill specialize in?
2338,Is there outdoor seating available at Lav Grill for dining?
2338,Can I make a reservation at Lav Grill for a large group?
2338,Does Lav Grill offer takeaway options for customers in a hurry?
2338,Are there any specific dishes featuring chicken that you recommend at Lav Grill?
9078,What are the best ways to reach Kraków MDA using public transport?
9078,"Are there any amenities available for visitors at Kraków MDA, such as restrooms or seating?"
9078,Can you provide details on the visiting times or peak hours for visiting Kraków MDA?
9078,Is there an official website I can visit for more information about Kraków MDA?
9078,Are there any restrictions or guidelines regarding pets at Kraków MDA?
4767,Can you tell me more about the nearby garden and any activities or events it may host?
4767,"Is there a specific entry fee to visit the garden, or is it free for the public?"
4767,What are the best times of day to visit the garden for photography or sightseeing?
4767,"Are there any facilities available in the garden, such as seating areas or restrooms?"
4767,Can you recommend any guided tours that include the garden or any special features that visitors should not miss?
5850,What amenities or facilities can I expect to find at this attraction?
5850,Can you tell me about the leisure activities available in the garden area?
5850,Is there any information regarding public transport options to reach this attraction?
5850,Are there any specific visiting hours that I should be aware of for planning my trip?
5850,Is this location suitable for visitors with mobility challenges?
909,What are the opening hours for Green Caffè Nero in Kraków?
909,Does Green Caffè Nero offer outdoor seating for customers?
909,Is it possible to get takeaway from Green Caffè Nero?
909,Can I access the facilities at Green Caffè Nero if I am using a wheelchair?
909,Are there any specific types of cuisine available at Green Caffè Nero?
2184,"What type of cuisine does Amici specialize in, and can I expect to find vegetarian options on the menu?"
2184,Does Amici offer both dine-in and takeaway services for customers?
2184,Is there outdoor seating available at Amici for enjoying meals outside?
2184,"What are Amici's hours of operation, and are they open on weekends?"
2184,"Is it possible to make reservations at Amici, or do they operate on a first-come, first-served basis?"
7880,What can you tell me about the accessibility of TAURON Arena Kraków for visitors with mobility challenges?
7880,Are there any public transportation options nearby for getting to the arena?
7880,Could you provide me with information on the types of events typically held at TAURON Arena Kraków?
7880,Is there a designated area for parking if I choose to drive to the arena?
7880,Are there any facilities available for taking a break or visiting the restroom at the arena?
6948,Can you provide information about wheelchair accessibility at Limanowskiego 01?
6948,Is there a public transport stop nearby for easy access to Limanowskiego 01?
6948,Are there any facilities available for visitors who might need to use the restroom while at Limanowskiego 01?
6948,What is the name of the attraction located at the address Limanowskiego 01 in Kraków?
6948,Can you tell me more about the amenities or services available at Limanowskiego 01?
8749,Can you tell me about the history of Wróżenicka and its significance in Kraków?
8749,What are the best public transport options to get to Wróżenicka from the main square?
8749,Are there any nearby places to eat or relax around Wróżenicka?
8749,Is there a recommended duration for a visit to Wróżenicka to fully enjoy the experience?
8749,Does Wróżenicka have any specific features or events that make it unique compared to other attractions in Kraków?
8845,What is the nearest public transportation stop to Pleszów 04 in Kraków?
8845,Are there any facilities like toilets available at Pleszów 04?
8845,Can you provide directions to Pleszów 04 from the main square in Kraków?
8845,Is there parking available near Pleszów 04 if I am driving?
8845,What is the general atmosphere like at Pleszów 04 for visitors?
3313,What is the historical significance of the memorial located in Kraków?
3313,Can you tell me the best way to reach this point of interest using public transport?
3313,Are there any specific visiting hours for the memorial?
3313,Is there any information available about the nearby attractions or facilities?
3313,Is this memorial accessible for individuals with disabilities?
1559,What are the operational hours for Lub lód in Kraków?
1559,Is there outdoor seating available at Lub lód?
1559,Can I find ice cream options at Lub lód in the city?
1559,Where exactly is Lub lód located within Kraków?
1559,Does Lub lód allow pets on its outdoor seating area?
1931,What types of dishes are offered at Tashi restaurant?
1931,Is it possible to dine at Tashi with outdoor seating options?
1931,Are there any specific recommendations for sushi at Tashi?
1931,Can I make a reservation in advance for dining at Tashi?
1931,Does Tashi offer a takeaway service for their meals?
4453,What types of activities can I enjoy in the garden associated with this attraction?
4453,Is this location suitable for visitors who may need wheelchair access?
4453,Are there any nearby public transport options to reach this attraction easily?
4453,How much time should I plan to spend exploring the gardens and any related areas?
4453,Can you tell me if pets are permitted at this attraction?
1188,What are the opening hours for La Baguette during the week?
1188,Is La Baguette wheelchair accessible for guests with mobility challenges?
1188,Does La Baguette offer any outdoor seating options for diners?
1188,Can I find any parking nearby when I visit La Baguette?
1188,Are there any special effects or themes used in the café's interior design?
6835,Can you tell me the public transport options available near Pleszowska 01?
6835,What is the location of Pleszowska 01 in relation to other attractions in Kraków?
6835,Is there any information about the historical significance of Pleszowska 01?
6835,Are there any amenities available at Pleszowska 01 for visitors?
6835,Can you recommend nearby places to eat or drink around Pleszowska 01?
5250,Are there any gardens or outdoor spaces nearby that I can visit during my trip to Kraków?
5250,Can you recommend a garden in Kraków where I can relax and enjoy the scenery?
5250,Is there a specific garden that is popular among locals for leisure activities?
5250,What are some activities I can do in the garden areas of Kraków?
5250,Are there any entry fees or special events happening in the gardens this season?
256,What are the opening hours for Mr.Black on weekends?
256,Is there a website where I can find more information about Mr.Black?
256,Can you tell me the location of Mr.Black in Kraków?
256,What type of establishment is Mr.Black?
256,Is it possible to make reservations at Mr.Black?
5164,What are some popular leisurely activities to enjoy in the garden area of the attraction?
5164,Is there any information about public transport options that can help me get to this attraction?
5164,Can you tell me if there are any restrooms available at the garden location?
5164,Are there specific visiting hours I should be aware of before planning my trip to the garden?
5164,Is this attraction wheelchair accessible for those with mobility challenges?
247,What are the operating hours for the Kebab place on Zakopiańska in Kraków?
247,Is it possible to order food to go at the Kebab location in Kraków?
247,Does the Kebab restaurant offer outdoor seating for customers?
247,Can I find parking nearby when visiting the Kebab eatery on Zakopiańska?
247,What type of cuisine is served at the Kebab restaurant in Kraków?
6650,What are the operating hours for Teresita during the week and on weekends?
6650,Can you provide the contact number if I need to reach out to Teresita?
6650,Is there a website where I can find more information about Teresita?
6650,What type of venue is Teresita classified as?
6650,Are there any facilities available for internet access at Teresita?
9135,Can you provide directions to Sołtysowska 04 from the main square in Kraków?
9135,Is there a specific public transport option that stops near Sołtysowska 04?
9135,Could you suggest nearby attractions or points of interest around Sołtysowska 04?
9135,"What is the atmosphere like in the area of Sołtysowska 04, and are there any local events happening nearby?"
9135,Are there any accommodations available close to Sołtysowska 04 for a comfortable stay?
4250,What are some activities one can enjoy in the garden area of this attraction?
4250,Are there any nearby public transport options to reach this location easily?
4250,Is there any information available about the history related to this landmark?
4250,What is the recommended duration for a visit to fully explore the garden?
4250,Can you tell me if there are any amenities available at this site for visitors?
5330,What are the best nearby gardens for a peaceful stroll in Kraków?
5330,Can you recommend any local attractions that are family-friendly?
5330,Are there any public amenities like toilets available near popular outdoor areas in the city?
5330,Is there a way to access public transportation close to the gardens in Kraków?
5330,What are some tips for enjoying the natural beauty of the parks in Kraków?
7982,What are some nearby public transport options to get to this location?
7982,Is there a contact number or an email where I can reach out for more information about the area?
7982,Are there any notable amenities available in the vicinity of this point of interest?
7982,Can you provide details about the parking facilities around this location?
7982,Is this site wheelchair accessible for visitors with mobility challenges?
9076,What transportation options are available to reach Kraków MDA from the city center?
9076,Can you tell me if there are any nearby public transport stops to Kraków MDA?
9076,Are there any specific activities or events happening at Kraków MDA during the weekend?
9076,Is there a recommended time to visit Kraków MDA to avoid large crowds?
9076,Can you help me find any accommodations close to Kraków MDA?
9041,Can you provide details about the visiting times for Miechowity 72?
9041,What is the exact location of Miechowity 72 in Kraków?
9041,Is there any information available about the historical significance of Miechowity 72?
9041,Are there any nearby public transport options to reach Miechowity 72?
9041,What amenities are offered at Miechowity 72 for visitors?
1091,What type of fast food can I expect to find at U Jędrusia?
1091,Is there outdoor seating available at U Jędrusia for enjoying my meal?
1091,Can I order takeout from U Jędrusia if I prefer to eat elsewhere?
1091,Are there any specific opening hours I should be aware of when planning my visit to U Jędrusia?
1091,Does U Jędrusia allow pets to accompany patrons?
4209,What types of activities can I enjoy in the garden area of this attraction?
4209,Is there a way to access public transport nearby this location?
4209,"Can you tell me if there are any facilities, like toilets, available at this site?"
4209,Are there any restrictions regarding pets in the garden area of this attraction?
4209,How would I describe this attraction to a friend who loves nature and gardens?
5327,What leisure activities are available at this location in Kraków?
5327,Is there a garden present at this attraction in Kraków?
5327,Can you tell me about the outdoor spaces I might find here?
5327,Are there any amenities for visitors at this site?
5327,What kind of experiences can I enjoy while visiting this place in Kraków?
4133,What kind of recreational activities can I enjoy at the garden leisure area in Kraków?
4133,Is there a specific time of year when the garden is particularly beautiful or vibrant?
4133,Can you provide directions on how to reach the garden from the main square in Kraków?
4133,Are there any nearby attractions or landmarks that I can visit after exploring the garden?
4133,"Is the garden suitable for families with children, and are there any amenities for kids?"
297,What are the opening hours for the Pancake House in Kraków?
297,Does the Pancake House offer any outdoor seating for dining?
297,Is there a fast food option available at the Pancake House?
297,Can I get my meal to go at the Pancake House?
297,Are there any specific cuisines featured at the Pancake House?
5319,What is the best time of year to visit the gardens in Kraków?
5319,Are there any specific events or activities happening in the garden area during my visit?
5319,Can you suggest nearby attractions that complement a visit to the gardens?
5319,Is there a recommended walking route to fully enjoy the garden's scenery?
5319,"What kind of amenities can I expect to find in the garden area, such as seating or food options?"
8271,What is the geographical location of Giedroycia ZTPO 01 in Kraków?
8271,Can you provide information on public transport options to reach Giedroycia ZTPO 01?
8271,Is there any parking available near Giedroycia ZTPO 01 for visitors?
8271,Are there any facilities or amenities available for visitors at Giedroycia ZTPO 01?
8271,What time of day is typically best for visiting Giedroycia ZTPO 01?
7799,What public transportation options are available to get to Szpital Żeromskiego 01 in Kraków?
7799,Can you provide details about the visiting hours for Szpital Żeromskiego 01?
7799,Is there a specific area I can park if I am visiting Szpital Żeromskiego 01?
7799,Are there any facilities like toilets available at Szpital Żeromskiego 01?
7799,Does Szpital Żeromskiego 01 allow pets during visits?
3393,What are the main attractions within the park area of this location in Kraków?
3393,Can you recommend nearby cafes or restaurants to visit after exploring the park?
3393,Is there any historical significance related to this park that I should know about?
3393,What types of activities are available for families visiting this park in Kraków?
3393,Are there any guided tours or events taking place in this park during my visit?
7597,"What is the exact location of Architektów 04 in Kraków, and how can I get there using public transportation?"
7597,Are there any nearby parking options for visitors traveling by car to Architektów 04?
7597,Can you provide information about the accessibility features available at Architektów 04 for individuals with mobility challenges?
7597,Is there a contact number or email address available for inquiries regarding Architektów 04?
7597,"What are the typical visiting hours for Architektów 04, and is there a suggested duration for exploring the attraction?"
3740,What leisure activities can I enjoy in the garden area of this attraction?
3740,Can you tell me if there are facilities like restrooms available nearby?
3740,Are there any accessibility features for wheelchair users at this location?
3740,What is the best time to visit the garden to enjoy its beauty?
3740,Is there any additional information available about the history or significance of this place?
9701,Can you tell me if I can visit the pharmacy named Słoneczna during my stay in Kraków?
9701,What kind of services does the Słoneczna pharmacy offer to travelers?
9701,Is the Słoneczna pharmacy located in a central area of Kraków for easy access?
9701,Are there any specific items that I should buy at the Słoneczna pharmacy while visiting Kraków?
9701,Do I need a prescription to purchase medication at the Słoneczna pharmacy in Kraków?
4472,What kind of leisure activities can I enjoy in the garden area of this attraction?
4472,Are there any special features or notable aspects of the garden that I should look for during my visit?
4472,Can you suggest the best time of day to visit the garden for optimal views or peacefulness?
4472,Are there any facilities nearby where I can get refreshments or meals after visiting the garden?
4472,Is the garden accessible for individuals with mobility challenges?
7030,What are some nearby public transport options to get to Jubilat 04?
7030,Can you tell me the parking availability around Jubilat 04?
7030,Is there a restroom facility available at Jubilat 04?
7030,Are pets allowed at the Jubilat 04 location?
7030,What is the best way to find more information about Jubilat 04 online?
10903,What are the ATM fees or exchange rates available at Euronet in Kraków?
10903,Is the Euronet ATM operational 24 hours a day for currency exchange?
10903,Can you provide directions to the nearest Euronet ATM from the Main Market Square?
10903,Are there any limitations on the amount of currency I can withdraw at the Euronet ATM?
10903,"Does the Euronet ATM accept international credit or debit cards, and are there any fees associated?"
8003,What is the significance of Zajezdnia Nowa Huta in Kraków?
8003,Can you provide details about the history associated with Zajezdnia Nowa Huta?
8003,Is there any special event or exhibition happening at Zajezdnia Nowa Huta during my visit?
8003,Are there public transport options available to reach Zajezdnia Nowa Huta?
8003,What are some nearby attractions or points of interest to explore after visiting Zajezdnia Nowa Huta?
8729,What can you tell me about accessibility options at the location known as Miodowa 01 in Kraków?
8729,Are there any public transportation stops near Miodowa 01 that I should be aware of before my visit?
8729,"Is there any information on the facilities available for visitors, such as toilets or resting areas, at Miodowa 01?"
8729,Can you provide details about events or activities that typically take place at Miodowa 01?
8729,What is the general atmosphere or vibe like in the area surrounding Miodowa 01?
7466,What is the nearest public transport stop to the Ruczaj 01 attraction?
7466,Can you tell me about the accessibility options available at Ruczaj 01?
7466,Is there any information available about the historical significance of Ruczaj 01?
7466,"What facilities, like restrooms or parking, are nearby Ruczaj 01?"
7466,Are there specific visiting hours for the Ruczaj 01 attraction that I should be aware of?
11563,What leisure activities can I enjoy at this attraction?
11563,Is there a swimming pool available at the site?
11563,Can you tell me about the public transport options nearby?
11563,Are there any facilities for visitors with wheelchairs?
11563,Where can I find more information or details about this attraction online?
5497,What type of garden features can I expect to see at this attraction?
5497,Can you provide me with any details about the atmosphere and environment in the garden?
5497,How can I reach this location using public transport?
5497,Are there facilities like toilets or rest areas available nearby?
5497,Is there any information about historical significance or context related to this place?
6049,What types of leisure activities can I enjoy in the garden at this location?
6049,Is there any information available about the historical significance of this attraction?
6049,Can you tell me about the public transport options nearby that can take me to this point of interest?
6049,"Are there any amenities or facilities available, such as toilets or parking, in the vicinity of this attraction?"
6049,Is this location accessible for individuals using wheelchairs?
6748,What amenities are available at the Apartments Zamkowa15 for guests during their stay?
6748,Can you tell me about the access to public transport from the Apartments Zamkowa15 location?
6748,Are there any nearby attractions or points of interest that are easily reachable from the Apartments Zamkowa15?
6748,Is there internet access available for guests at the Apartments Zamkowa15?
6748,What type of guest accommodations can I expect at the Apartments Zamkowa15 in Kraków?
11360,What type of medical services does the RP Clinic specialize in?
11360,Can you provide me with contact information for making inquiries about treatments at the RP Clinic?
11360,Is there a social media presence for the RP Clinic where I can learn more about its services?
11360,Are there any specific amenities at the RP Clinic that would cater to individuals with disabilities?
11360,What is the best way to reach the RP Clinic if I am using public transportation or driving?
9822,What are the unique features of the Biblioteka Kraków Filia 23 compared to other libraries in the area?
9822,Can you tell me if there are any special events or activities happening at the library during my visit?
9822,What facilities does the Biblioteka Kraków Filia 23 offer for people with disabilities?
9822,Is there public transportation available nearby to reach the Biblioteka Kraków Filia 23?
9822,Are there any nearby attractions I could visit after exploring the library?
3157,What type of memorial is located at this attraction?
3157,Can you tell me more about the historical significance of the memorial?
3157,Is there a specific time of year that is particularly popular for visiting this site?
3157,Are there any nearby points of interest that I should consider visiting along with this memorial?
3157,What transportation options are available for getting to this attraction from the city center?
6721,What is the specific address for The Loft located in Kraków?
6721,Can you tell me if The Loft has any parking facilities available for visitors?
6721,Are there any public transportation options nearby to reach The Loft?
6721,What is the general atmosphere or vibe of The Loft in Kraków?
6721,Is The Loft accessible for individuals using wheelchairs?
3741,What leisure activities can I enjoy at this garden attraction?
3741,Is there any relevant historical context associated with this place that I should know about during my visit?
3741,"Could you tell me more about the layout and features of the garden, such as walking paths or specific flora?"
3741,Are there any facilities like toilets or accessible services available at the garden?
3741,Can you suggest the best time of day to visit the garden for optimal views and tranquility?
4652,What types of plants and flowers can I expect to see in the garden at this attraction?
4652,Is there any historical significance associated with this location that I should know about?
4652,Can you tell me if there are designated pathways for walking through the garden area?
4652,"Are there any facilities available for visitors, such as restrooms or seating areas?"
4652,Is this garden suitable for families with children or is there a specific age group that would enjoy it more?
780,What types of food or drinks can I expect to find at PodwaFelskie?
780,Does PodwaFelskie offer outdoor seating for visitors?
780,"Are there any specific amenities available at PodwaFelskie, such as highchairs or takeaway options?"
780,"Is it possible to reserve a table at PodwaFelskie, or is it first come, first served?"
780,Can you provide me with the phone number or social media links for PodwaFelskie to check their latest updates?
10340,What are the operating hours for Bank Polski during weekdays?
10340,Is there a specific location where I can find Bank Polski in Kraków?
10340,Can I use public transport to get to Bank Polski in the city?
10340,Are there any parking facilities available near Bank Polski?
10340,Is it possible to take my pet with me to Bank Polski?
10872,What kind of services does the ATM located at PKO BP offer?
10872,Can you tell me if there are any nearby landmarks or attractions close to the PKO BP location?
10872,Is there a way to contact customer support or reach out for assistance at PKO BP?
10872,Are there any specific operating hours for utilizing the services at the PKO BP ATM?
10872,"Does PKO BP offer any facilities for travelers, such as currency exchange or brochures?"
5438,What type of leisure activities can I enjoy in the garden at this location?
5438,Are there any public transport options available to reach the attraction?
5438,Is wheelchair accessibility provided in the area around the garden?
5438,Can I bring my pet along when visiting the garden?
5438,What is the recommended visiting time to fully enjoy the garden experience?
849,What are the opening hours for Pasta Bar during the week and on weekends?
849,Can you provide the contact number for Pasta Bar in Kraków?
849,Is there a website where I can find more information about Pasta Bar?
849,What type of venue is Pasta Bar and what dining experiences can I expect there?
849,Is any kind of reservation required to dine at Pasta Bar in Kraków?
6616,What are the accessibility options available for visitors with disabilities at Milu?
6616,Does Milu provide internet access for guests during their stay?
6616,"Can I park my vehicle near Milu, or are there any nearby parking facilities?"
6616,Is there a specific time recommended for check-in or check-out at Milu?
6616,Are pets allowed in the apartments at Milu during our stay?
6157,What type of garden features can I expect to see at the attraction in Kraków?
6157,Can you tell me more about the leisure activities available at this location?
6157,Is there any public transportation that connects to this attraction?
6157,Are there facilities for visitors with mobility challenges at the garden?
6157,What is the best time of day to visit the garden for a peaceful experience?
8335,Can you tell me what I can expect to see and do at Chełmska 01 during my visit?
8335,What is the best way to get to Chełmska 01 using public transport?
8335,Is there any information available about the historical significance of Chełmska 01?
8335,"Are there any facilities for visitors, such as toilets or seating arrangements, available at Chełmska 01?"
8335,"What are the typical visiting hours for Chełmska 01, and do I need to make a reservation in advance?"
6895,Where is the nearest public transport stop to Kłuszyńska 01?
6895,Can you share any history or cultural significance related to the place Kłuszyńska 01?
6895,What are some key attractions or points of interest around the Kłuszyńska 01 location?
6895,Is there any recommended visiting time for Kłuszyńska 01 to avoid crowds?
6895,"Are there any facilities for visitors, like restrooms or parking, available near Kłuszyńska 01?"
10286,What time can I visit this attraction if it's open 24/7?
10286,Is there an ATM available nearby this point of interest?
10286,Can you provide directions or information on public transportation that can take me to this location?
10286,Are there any amenities like toilets or parking facilities near this attraction?
10286,Could you tell me about any nearby community centers or places of leisure I can explore?
3179,What is the significance of the Wincenty Pallotti attraction in Kraków?
3179,Can you tell me more about the type of artwork featured at the Wincenty Pallotti site?
3179,Is there any historical context or information that visitors should know about this location?
3179,How can I get to the Wincenty Pallotti point of interest using public transport?
3179,Are there any special events or exhibitions taking place at Wincenty Pallotti during my visit?
5517,What leisure activities can I enjoy at this garden in Kraków?
5517,Is there any specific public transport available to reach the garden from the city center?
5517,Can you tell me what amenities I might find in the garden area?
5517,Are there any facilities for visitors with mobility impairments in the garden?
5517,What are the typical visiting times for this garden attraction?
5730,What are the best nearby public transport options for reaching this attraction?
5730,Can you tell me more about the garden available at the site and its features?
