phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,,,,POINT (19.9613554 50.0290041),monument,"The Monument to the Victims of Fascism in Krakow, the monument to the Victims of the Concentration Camp in Plaszow – a monument located on the outskirts of the former German Nazi concentration camp Plaszow in Krakow, commemorating the people murdered by the Nazis in this camp. It was established in 1964 according to the design of architect Witold Cęckiewicz. The sculpture made of Pińczów limestone on a reinforced concrete structure was created by Ryszard Szczypiński.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik Ofiar Faszyzmu;Памятник жертвам фашизма,2433
,,,,,,POINT (19.9654076 50.0303183),memorial,"Hujowa Górka ([xuˈjɔ.va ˈɡurka]; sometimes ”Hujarowa Górka” or Chujowa Górka, rarely ”Kozia Górka”) is a place near the site of Kraków-Płaszów concentration camp, where in April 1944 the Nazis exhumed and incinerated the bodies of around ten thousand previously killed Jews, to hide the evidence of the crime before retreating from the area. The place took its name from the surname of Unterscharführer Albert Hujar (also Huyar) who committed and directed the executions. It is also a mockery of Hujar's surname, which is pronounced similarly to a vulgar Polish language expression for ""penis"" (its English equivalent is ""prick""), hence the name is Polish for ""Prick Hill"", because it could be seen from almost any part of the camp. Before World War II, an old Austrian fortification of the 19th century, dismantled in the 1930s, had been located on a hill. After destroying the fort, a large hexagonal pit remained here, with a circumference of up to 50 meters and a depth of up to 5 meters. 
Starting from August-September 1943, ”Chujowa Gorka” had become the main place of mass executions of prisoners in Plaszow and was used until mid-February 1944, when it was filled with bodies. The prisoners were usually marched to a ditch surrounding Hujowa Gorka and told to lie down. An SS man, a Genickschußspezialist (specialist in shooting in the neck), would then administer a Nackenschuß, a shot in the nape of the neck. A dental technician, usually a Jew, would then pull the gold teeth out of each victim’s mouth. The dead bodies were then covered with a layer of dirt, though once Płaszow became a concentration camp the bodies were burned. The victims’ clothes were sent to the camp’s storehouses and most of the valuables were taken by the executioners. In 1944 the Germans leveled the site and even built some barracks above the mass grave. Immediately after the war, a large wooden cross with barbed wire was erected at the site to commemorate the Christian Poles who died in Płaszów.
Albert Hujar was the German officer who offered the place for the mass execution of Jews who arrived from the town of Bochnia (east of Krakow) in the summer of 1943. Albert Hujar, who served in the Schutzstaffel (SS) Concentration Camp service, is portrayed in the 1993 drama Schindler's List by Norbert Weisser.


== References ==",,,no information,,,no information,no information,,,Chujowa Górka,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hujowa Górka;Chujowa Górka;Хуёва-Гурка,2434
,,,,,,POINT (19.9411712 50.0607354),memorial,"The Krakus Monument is located in Krakow in the Old Town at 16 Sienna Street, in the courtyard of the National Archive. The modernist sculpture depicting Krakus fighting the dragon was made from red sandstone by Franciszek Kalfas in 1929. In September of the same year, it received an award at the National Exhibition in Poznań.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krak;Крак,2435
,,,24/7,,,POINT (19.936759 50.059086),memorial,"The monument of Józef Dietl – a monument by Xawery Dunikowski located at All Saints Square, in front of the town hall building in Krakow.",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Józef Dietl;Josef-Dietl-Denkmal;Xawery Dunikowski,2438
,,,,,,POINT (19.9373287 50.0589504),memorial,"The monument of Mikołaj Zyblikiewicz in Krakow is a statue depicting Mikołaj Zyblikiewicz, built in 1887 in Krakow, designed by Walery Gadomski, located on All Saints' Square next to the monument of Józef Dietl in Krakow.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikołaj Zyblikiewicz;Mikołaj-Zyblikiewicz-Denkmal;Мікола Зыблікевіч,2440
,,,,,,POINT (19.9173564 50.0673537),locomotive,"The AGH Locomotive (colloquially known as ""Żyleta"") – a freight steam locomotive Ty2-559 from the Ty2 series, placed as a monument of technical heritage in front of the building of the Faculty of Metals Engineering and Industrial Computer Science (pavilion B-5) of the AGH University of Science and Technology in Kraków. It weighs 115 tons and is 23 meters long.",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Lokomotywa AGH Ty2-559,2444
,,,,,,POINT (19.923217 50.0597198),memorial,"The Stanisław Wyspiański Monument is located in Kraków in a small square next to the Main Building of the National Museum at Aleja 3 Maja 1. The first proposal to erect a monument was put forward immediately after Stanisław Wyspiański's death; 20 years later, it ended with the establishment of a monument construction committee, and on the 50th anniversary of his death, the matter arose once again. In 1977, the President of Kraków, Jerzy Pękala, made another attempt to erect a monument to Wyspiański, with approval from the Ministry of Culture, and the initial funding for this purpose came from leftover funds from the construction of the Grunwald Monument. In January 1978, the first proposal for the monument's location was made for the St. Ducha Square next to the Słowacki Theatre, followed by another at Szczepański Square and the last one at the New Building of the National Museum. The first competition in February 1978 received 77 entries, and then another competition was announced, but ultimately, the project that was sent for realization was the one that did not participate in the competition, authored by Marian Konieczny, who was also a member of the monument’s construction committee and the competition jury. On November 28, 1982, on the 75th anniversary of Wyspiański's death, the monument was solemnly unveiled. On the 1-meter high granite pedestal of the monument, as if frozen in a choral dance, a group of bronze figures from Wyspiański's dramas forms a procession: Jaś, the Jew, Chochoł, Stańczyk, and Isia from ""Wesele,"" the Old Veteran from ""Warszawianka,"" and Pallas Athena from ""Noc Listopadowa"" surrounding the column on which Stanisław Wyspiański stands, deep in thought, in a characteristic Young Poland cloak. The casting of the monument was carried out by Gliwickie Zakłady Urządzeń Technicznych.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanisław Wyspiański;Marian Konieczny,2452
,,,,,,POINT (19.9661461 50.0326418),memorial,"The Monument of Martyrdom – Executed on September 10, 1939 – is a monument located in Krakow in its right-bank part relative to the Vistula River – Podgórze, at Abrahama Street. Krakow was occupied by the Wehrmacht on September 6, 1939, and just four days later, on September 10, 1939, the Germans carried out the first mass execution of Poles at this site. Thirteen residents of Krakow were executed at the wall of the new Jewish cemetery in Podgórze. Eleven men, known by name, and two unknown individuals were killed. The monument, unveiled in 1984, is a granite stone block with a black marble plaque on which the inscription appears.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik rozstrzelanych 10 września 1939 roku,2513
,,,,,,POINT (19.9502051 50.0662913),memorial,"The Ignacy Jan Paderewski Monument in Strzelecki Park - a monument commemorating Ignacy Jan Paderewski, located in Krakow, in the Grzegórzki district in Strzelecki Park, at 16 Lubicz Street, in Wesoła. The monument, created by Czesław Dźwigaj, was funded by the Krakow Shooting Brotherhood, of which Paderewski was an honorary member (at the base of the monument is a small plaque with the emblem of the Brotherhood - the Silver Cock). The Brotherhood funded the monument on the occasion of the 150th anniversary of the composer's birth, the 600th anniversary of the Battle of Grunwald, the 100th anniversary of the unveiling of the Grunwald Monument, and the 600th anniversary of the Krakow Merchant Congregation. It was unveiled on July 17, 2010. On the pedestal is the inscription IGNACY JAN PADEREWSKI ARTIST - STATESMAN 1860-1941 and a staff with the opening measures and lyrics of the song ""Hej, Orle Biały"" (this song is the last poem and final composition of Paderewski; it was created in 1917). This is one of three Paderewski monuments in Krakow.",,,no information,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:Paderewski_monument_,Strzelecki_Park,Krakow_Poland.jpg",,,,,,Ignacy Jan Paderewski;Czesław Dźwigaj,2515
,,,"Th,Fr 10:00-14:00; Su 11:00-15:00; Oct 15-Apr 15 off",https://ogrod.uj.edu.pl/ogrod/ekspozycja-muzealna,,POINT (19.9559687 50.0636006),no information,"The Museum of the Botanical Garden – a museum located in the area of the Botanical Garden of Jagiellonian University in Collegium Śniadeckiego. It has the oldest botanical collection of a museum nature in Poland. From 1994 to 2011, the museum functioned as the Botanical Museum and the History of Botany Workshop named after J. Dyakowska. After the workshop was closed, there was a return to the former name.",,,no information,,,no information,museum,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muzeum Ogrodu Botanicznego UJ;Muzeum Ogrodu Botanicznego i Pracownia Historii Botaniki im. J. Dyakowskiej;Jagelló Egyetem Botanikus Kertjének Múzeuma,2518
,,,,,,POINT (19.957612 50.0412364),no information,"Mural Silva Rerum – a large mural depicting the history of Kraków from ancient times to the present, created on the occasion of the 750th anniversary of the founding of Kraków. It was painted on the retaining wall of Lasota Hill along al. Powstańców Śląskich, near the Kraków Krzemionki train station. In May 2007, it was probably the largest historical mural in the world (5 meters high and 90 meters long).  
The idea was submitted in a competition for jubilee events by the Zooteka agency. The graphic design of the mural, developed by Jerzy Rojkowski (an artist – then a student at the Academy of Fine Arts in Kraków) with substantive input from Artur L. Zakrzewski and Tomasz Kubik (Zooteka) and Kraków historians, was approved by the Program Council for the 750th Anniversary of the Founding of Kraków and was endorsed by the Historical Museum of the City of Kraków. The mural was commissioned by the City Hall of Kraków, as a result of winning the competition for jubilee events.",,,no information,,,no information,artwork,,,,no information,,,,,,,,,,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:Mural_Silva_Rerum,Powstancow_Slaskich_street,Podgorze,Krakow,Poland.JPG#mw-jump-to-license",,,,,,"Silva Rerum;Dean, Malik, Turbos, Mehes, Forin, Impas2000, Cybe, Szejn, Nawer, Cejn, Mck, Maze, Noude, Merazster",2520
