phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact:phone,community_centre,addr:street,contact:twitter,social_facility,contact:facebook,zoo,email,wheelchair,cuisine,contact:website,internet_access,opening_hours:reception,guest_house,addr:city,contact:instagram,image,location,outdoor_seating,museum,takeaway,smoking,all_names_concat
,,,,https://kopieckosciuszki.pl/trasa-edukacyjna/,,POINT (19.892879 50.0547536),,,,,,Trasa edukacyjna poświęcona Tadeuszowi Kościuszce,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8928414 50.0548028),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0135296 50.0982782),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9194237 50.052951),,,,,,,,,,,Bank Polskiej Spółdzielczości,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0134644 50.1015889),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.1241958 50.0972851),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Fr 08:00-18:00,https://pronomed.pl/,,POINT (20.0043158 50.0159975),,,,,,,,,,,,,clinic,,,,,,+48 12 291 45 00,,,,,,,,,,,,,,,,,,,,,,Centrum Medycznego Prokocim Nowy
,,,Mo-Fr 08:00-15:00,,,POINT (20.0042924 50.0159721),,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,https://www.marmed.pl/,,,,,,,,,,,,Marmed
,,,24/7,,,POINT (19.9459828 50.056587),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euronet
,,,,,,POINT (20.0323711 50.0824574),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0318569 50.0830127),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9175381 50.0555797),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.00097 50.0428056),,,,,,"Zielony Skwer
Mały Płaszów-Lipska
Projekt zrealizowany w ramach
Budżetu Obywatelskiego Miasta Krakowa.
Projekt dofinansowany z budżetu Dzielnicy XIII Podgórze

Wartość projektu: 631 400 zł
Środki BO: 480 000 zł
Środki dzielnicowe: 151 499 zł

Budżet Obywa",,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mo 11:00-18:00; Tu,Th,Fr 09:00-16:00; We 09:00-15:00",,,POINT (20.036114 50.0727447),,,,,,,,,,,Santander,,bank,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Santander
,,,,,,POINT (20.0150544 50.0432871),,,,,,"FORT 50a ""LASÓWKA""
fort piechoty
wybudowany w l. 1898-99
według projektu gen. Emila Gołogórskiego.
Uszkodzony podczas adaptacji na cele
przemysłowe w l. pięćdziesiątych XXw
(wyburzenie kaponiery bramnej, usunięcie
części stropu, zniekształcenie elewacji)",,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szlak Twierdzy Kraków
,,,,,,POINT (19.9564694 50.065996),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.1752134 50.0908586),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,,POINT (19.8530541 50.0286069),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0510368 50.0368192),,,,,,,,,,,Gemini,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemini
,,,,,,POINT (19.9259724 50.0253002),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0496489 50.0207723),,,,,,,,,,,,,pharmacy,,,,,,,,Nefrytowa,,,,,,,,,,,,Kraków,,,,,,,,Apteka Słoneczna
,,,,,,POINT (19.9827329 50.0870879),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.012756 50.1040287),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9458161 50.1059683),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielone Żywe Laboratorium
,,,,,,POINT (19.9450302 50.106811),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielone Żywe Laboratorium
,,,,,,POINT (19.9444531 50.1064292),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las w Witkowicach
,,,,,,POINT (19.8364762 50.0584587),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8364438 50.0584611),,,,,tree,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,,POINT (20.0093446 50.0155584),,,,,,,,,,,ING,,atm,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
,,,24/7,,,POINT (20.0094805 50.0113804),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
,,,24/7,,,POINT (19.9209679 50.05512),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planet Cash
,,,,,,POINT (19.9121798 50.0263897),,,,,,,,,,,Bank Pekao,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.012418 50.1034007),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0127133 50.1040321),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Os. Piastów 65
,,,,,,POINT (19.9920593 50.1041499),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9186268 50.0304778),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9807225 50.0868678),,,,,,,,,,,ING Bank Śląski,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9418937 50.0511188),,,,,,,,,,,Poczta Polska,,post_office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0033659 50.0012355),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,,POINT (19.9308124 50.0490059),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8943898 50.0871549),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8463611 50.0898658),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8593381 50.0789903),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krakowskie młyny
,,,,,,POINT (19.9456461 50.0429006),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9485966 50.0444348),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Widok Rynku Podgórskiego z pierwszym kościołem parafialnym św. Józefa projektu Franciszka Brotschneidera z 1832r. fot. Natan Krieger, około 1900r., że zbiorów Muzeum Krakowa"
,,,,,,POINT (19.9494502 50.0447412),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9493799 50.0447191),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Widok Rynku Podgórskiego z kościołem parafialnym św. Józefa projektu Jana Sas Zubrzyckiego z 1909r. fot. Stanisław Mucha 1930r., że zbiorów Muzeum Krakowa"
,,,,,,POINT (19.7959707 50.0089611),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Referencyjny ""Grodzisko"""
,,,,,,POINT (20.0143319 50.0869629),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9085414 50.0740016),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zakaz Palenia
,,,,,,POINT (20.0067972 50.0900445),,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prima
,,,,,,POINT (19.9085411 50.0740102),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9491507 50.0682248),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.949644 50.0675665),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9497722 50.0676819),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9496745 50.0681639),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Fr 07:00-20:00; Sa 07:00-14:00,,,POINT (19.9381734 50.0932714),,,,,,,,,,,,,clinic,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,TFP Fertility Macierzyństwo
,,,,,,POINT (19.9355731 50.0740083),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9488919 50.08882),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9414624 50.0629181),,,,,,,,,,,Bank Pekao,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9322581 50.0639357),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9212244 50.0608667),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.938406 50.0211522),,,,,,,,,,,Bank Pekao,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9356319 50.0732851),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Sa 10:00-21:00,https://cryptomonkey.net/wymiana-kryptowalut-bitomat/atm/BT300675,,POINT (19.9865993 50.0882101),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,https://cryptomonkey.net/images/points/BT300675_01.jpg,,,,,,Cryptomonkey Bitcoin ATM
,,,,,,POINT (19.9685839 50.0886735),,,,,,Informacje dotyczące dzielnicy III.,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rada i Zarząd Dzielnicy III. Prądnik Czerwony
,,,,,,POINT (19.9239346 50.0680375),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9234451 50.067614),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9232339 50.0663643),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9877381 50.0693096),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleja Podróżników, Odkrywców i Zdobywców"
,,,,,,POINT (19.9646896 50.0867347),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9506289 50.0160084),,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziko Dermo
,,,,,,POINT (19.8563799 50.062202),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mieszkańcy martwego drzewa
,,,,,,POINT (19.9235379 50.0689103),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0558033 50.0776081),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0527428 50.0768455),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0060444 50.0608231),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9861418 50.0878184),,,,,,,,,,,ING Bank Śląski,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING Bank Śląski
,,,,,,POINT (19.9863227 50.0877696),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8318149 50.0616718),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort 39 „Olszanica”
,,,,,,POINT (19.8291116 50.0584644),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rada I Zarząd Dzielnicy VII Zwierzyniec
+48 888 444 235,,,,https://syntemed.pl,,POINT (19.965261 50.0571718),,,,,,SYNTEMED to nowoczesne centrum medyczne w sercu Krakowa. Na stronie internetowej dostępna jest wygodna i szybka rejestracja on-line.,,,,,,,clinic,,,,,,,,Grzegórzecka,,,https://www.facebook.com/Syntemed,,,yes,,,,,,Kraków,,,,,,,,Syntemed Centrum Medyczne
,,,,,,POINT (20.0121876 50.0884409),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wystawa Fotografii
,,,,,,POINT (20.0120774 50.0884044),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Struś
,,,,,,POINT (20.0121682 50.0883298),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bieńczyce
,,,,,,POINT (20.0070352 50.0714667),,,,,,Plan lamusownii,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9086471 50.074318),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Projekt ''interaktywna biosfera'
,,,,,,POINT (19.9009462 50.0748038),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,,POINT (19.9077257 50.0629963),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
,,,,,,POINT (19.9130577 50.0625246),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ptaki Parku Jordana - Tablica nr 10 - bażant i kaczka krzyżówka
,,,,,,POINT (19.8835354 50.0490011),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cmentarz wojenny Glinnik
,,,,,,POINT (20.0136201 50.0856559),,,,,,,,,,,Santander,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9469702 50.0684115),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9478631 50.068179),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9470561 50.0698676),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,POINT (19.9470864 50.0695334),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,POINT (20.0625457 50.0950708),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0322812 50.0829684),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9374041 50.0636449),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,
,,,,,,POINT (19.9450264 50.0678285),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Fr 08:30-16:30,,,POINT (20.011961 50.094986),,,,,,,,,,,Alior Bank,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alior Bank
,,,,,,POINT (19.9913581 49.9956458),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Kosocicki
,,,,,,POINT (19.9697378 50.0891224),,,,,,opis i fotografie zabytku,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historia kaplicy św. Jana Chrzciciela i św. Jana Ewangelisty
,,,,,,POINT (20.0297788 50.085032),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0293969 50.0846026),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0288326 50.0850598),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0293968 50.0851483),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0121949 50.0883344),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osiedle Józefa Strusia
,,,,,,POINT (19.9435892 50.0481386),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9558632 50.0638238),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8820194 50.0586622),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9159827 50.0531386),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9325955 50.0605591),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8524319 50.060986),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9073912 50.0567915),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeka Rudawa
,,,,,,POINT (19.8489166 50.0600649),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9025073 50.0554441),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.8547171 50.0613743),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ptaki Lasu Wolskiego
537156077,,,,https://mczdrowia.pl/,,POINT (19.9081843 50.0846389),,,,,,,,,,,,,clinic,,,,,,,,Wojciecha Weissa,,,,,,,,,,,,,,,,,,,,Małopolskie Centrum Zdrowia
,,,24/7,,,POINT (19.9544026 50.1002397),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9486945 50.0683267),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9826154 50.0872557),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9815565 50.0871239),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9816066 50.0871289),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9502388 50.0279867),,,,,,,,,,,ING,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING
,,,,,,POINT (19.9518466 50.0281351),,,,,,,,,,,mBank,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,mBank
,,,,,,POINT (20.0512611 50.07857),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mo,We,Fr 12:00-19:00; Tu 08:30-15:30; Th 12:00-15:30; Sa off; Su,PH off",https://biblioteka.krakow.pl/filia-58,,POINT (19.9048889 50.0040095),,,,,,,,,,,,,library,,,,,,,,Borkowska,,,,,filia_58@biblioteka.krakow.pl,,,,yes,,,Kraków,,,,,,,,Biblioteka Kraków Filia 58
,,,,,,POINT (19.9354797 50.0642489),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0186021 50.0855738),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.847473 50.0543578),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9467591 50.0681532),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9471771 50.0681633),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0192384 50.0868291),,,,,,,,,,,Planet Cash,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9510108 50.0420606),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czarnobrzuszek połyskliwy
,,,,,,POINT (19.9510357 50.0420751),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gąska żółknąca
,,,,,,POINT (19.9413224 50.036635),,,,,,,,,,,Bank Pocztowy,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Pocztowy
,,,,,,POINT (19.9445179 50.057462),,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (20.0129805 50.0862595),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9496151 50.0674369),,,,,,,,,,,Euronet,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,POINT (19.9085476 50.0740477),,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zakaz palenia
,,,,,,POINT (19.9211341 50.0802287),,,,,,,,,,,,,atm,,,,,,,,Racławicka,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9273483 50.0637474, 19.9273759 50.0635357, 19.9274063 50.0633067, 19.9273219 50.0632822, 19.9272793 50.0632803, 19.9272802 50.0632694, 19.927276 50.063269, 19.9272758 50.0632716, 19.9272721 50.0632708, 19.927274 50.0632682, 19.9272226 50.0632531, 19.9272238 50.0632516, 19.9271998 50.0632447, 19.9271746 50.0632374, 19.9271739 50.0632388, 19.9269722 50.0631793, 19.9269625 50.0631766, 19.9269463 50.0631743, 19.9269378 50.063174, 19.9269263 50.0631742, 19.9269149 50.0631756, 19.9269041 50.0631778, 19.9268933 50.063181, 19.9268836 50.0631851, 19.926875 50.0631897, 19.9268678 50.0631948, 19.926861 50.0632011, 19.9268566 50.0632064, 19.9268533 50.0632119, 19.926851 50.0632176, 19.9268495 50.063223, 19.9268185 50.0634262, 19.9267959 50.0634258, 19.9267896 50.063471, 19.9268089 50.0634726, 19.9268025 50.0635078, 19.9267849 50.0635071, 19.9267774 50.0635528, 19.9267976 50.0635551, 19.9267703 50.0637352, 19.9267714 50.0637432, 19.9267749 50.0637516, 19.926781 50.0637593, 19.926789 50.063766, 19.9267983 50.063771, 19.9268085 50.0637749, 19.9268194 50.0637774, 19.9268309 50.0637786, 19.9273435 50.0637846, 19.9273483 50.0637474), (19.9270182 50.0634305, 19.9270219 50.06341, 19.9269601 50.0634062, 19.9269677 50.0633615, 19.9269983 50.0633633, 19.9270049 50.0633262, 19.9270168 50.0633229, 19.9270273 50.0633184, 19.9270343 50.0633141, 19.9270402 50.0633091, 19.9270446 50.0633038, 19.9270478 50.0632981, 19.9271415 50.0633254, 19.9271777 50.0633359, 19.927162 50.0634389, 19.9271377 50.0634375, 19.9270182 50.0634305), (19.9269828 50.0636929, 19.9269965 50.0635701, 19.9271176 50.0635765, 19.9271444 50.0635779, 19.9271295 50.0636951, 19.9269828 50.0636929))",,,,,,,,,,,,,hospital,,,,,,,,Skarbowa,,,,,,,,www.dietl.krakow.pl,,,,Kraków,,,,,,,,Szpital Specjalistyczny imienia Józefa Dietla
,,,,,,"POLYGON ((19.9750254 50.0099718, 19.974957 50.0100219, 19.974928 50.0100431, 19.9749298 50.0100472, 19.9749227 50.0100529, 19.9748992 50.0100717, 19.9748536 50.0100469, 19.9748242 50.0100706, 19.9743407 50.0104397, 19.9756051 50.0111332, 19.9756139 50.0111364, 19.9756221 50.0111406, 19.9756758 50.0111672, 19.9761005 50.0108426, 19.9761758 50.0108836, 19.9762103 50.0108582, 19.9762312 50.0108407, 19.9761598 50.0107995, 19.9763195 50.0106736, 19.9750254 50.0099718))",,,,,,,,,,,,,hospital,,,,,,+48 12 629 8800,,,,,,,,,,http://www.swrafal.pl/,,,,,,,,,,,,Szpital Świętego Rafała w Krakowie
,,,,,,"POLYGON ((19.9558133 50.0684828, 19.955733 50.0685082, 19.9557835 50.0685754, 19.9557088 50.0685988, 19.9559874 50.068969, 19.9560416 50.0690424, 19.9560436 50.0690463, 19.9565053 50.0689036, 19.9561671 50.0684561, 19.9559581 50.068521, 19.955864 50.0685502, 19.9558133 50.0684828), (19.9559511 50.0686807, 19.9560553 50.0686487, 19.9560867 50.0686391, 19.956229 50.0688304, 19.9561975 50.0688401, 19.9560933 50.068872, 19.9559511 50.0686807))",,The Library of the University of Economics in Krakow is an academic library that collects scientific literature in the fields represented at the university. It also serves the entire scientific community of Krakow and Lesser Poland. It is the third largest academic library in Krakow and the second largest economic library in Poland.,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biblioteka Główna UEK
,,yes,,,,"POLYGON ((19.9379781 50.0834433, 19.9379516 50.0832949, 19.9379659 50.0832753, 19.9378701 50.082736, 19.9378499 50.0826244, 19.9377853 50.0821242, 19.9383819 50.0820649, 19.9397007 50.0819183, 19.939704 50.0820113, 19.9397414 50.0820128, 19.9397413 50.0821199, 19.9397212 50.0822262, 19.9397609 50.0825138, 19.9397199 50.0825225, 19.9396777 50.082532, 19.9397118 50.0825999, 19.9397324 50.0827605, 19.9397356 50.0827831, 19.9397769 50.083029, 19.9406198 50.082979, 19.9406597 50.0833537, 19.9403933 50.0833689, 19.9405027 50.0841288, 19.93983 50.0841739, 19.9397167 50.0835111, 19.9397134 50.0834879, 19.9397092 50.0834597, 19.9397086 50.0834519, 19.9397008 50.0833982, 19.9395748 50.0833976, 19.9395384 50.0834105, 19.9394369 50.0834278, 19.9389323 50.0834455, 19.9388965 50.0834466, 19.9388503 50.083448, 19.938839 50.0834483, 19.9380329 50.0834746, 19.9379781 50.0834433))",,Gabriel Narutowicz City Specialist Hospital in Kraków – a hospital in Kraków located at 35–37 Prądnicka Street.,,,,,,,,,,,hospital,,,,,,+48 12 416 2266,,,,,,,,,,http://narutowicz.krakow.pl/,,,,,,,,,,,,Szpital Miejski Specjalistyczny imienia Gabriela Narutowicza
